Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP100611,Female,Yes,0,Graduate,No,2519,3854,127.0,360.0,1.0,Rural,Y
LP100612,,Yes,0,Graduate,Yes,4818,1211,110.0,360.0,1.0,Rural,Y
LP100613,,No,0,Graduate,Yes,3756,0,79.0,360.0,1.0,Semiurban,Y
LP100614,Female,No,0,Not Graduate,No,1652,0,50.0,240.0,1.0,Urban,Y
LP100615,Female,Yes,0,Graduate,No,3249,2333,76.0,360.0,1.0,Urban,Y
LP100616,Male,Yes,1,Graduate,No,4170,715,86.0,360.0,1.0,Urban,Y
LP100617,Male,No,3+,Graduate,No,6399,0,122.0,240.0,1.0,Semiurban,Y
LP100618,Female,Yes,2,Graduate,Yes,4645,2279,143.0,360.0,1.0,Urban,Y
LP100619,,No,0,Graduate,No,4360,0,111.0,360.0,1.0,Rural,Y
LP100620,Male,Yes,2,Not Graduate,No,3071,1202,70.0,360.0,1.0,Semiurban,Y
LP100621,Male,Yes,2,Graduate,,3619,314,,120.0,1.0,Rural,Y
LP100622,Male,No,,Not Graduate,No,5567,0,,360.0,0.0,Rural,N
LP100623,Male,Yes,0,Graduate,No,1530,869,,360.0,1.0,Rural,N
LP100624,Male,No,0,Not Graduate,No,2503,0,50.0,,1.0,Semiurban,Y
LP100625,Male,Yes,0,Graduate,No,2025,330,62.0,240.0,1.0,Semiurban,Y
LP100626,Male,Yes,0,Graduate,No,3603,2946,109.0,360.0,1.0,Semiurban,Y
LP100627,Female,No,0,Graduate,No,5514,0,,360.0,1.0,Semiurban,Y
LP100628,Male,No,0,Not Graduate,No,2211,0,50.0,,1.0,Semiurban,Y
LP100629,Male,Yes,0,Graduate,Yes,902,4160,90.0,240.0,1.0,Rural,Y
LP100630,Female,Yes,1,Graduate,No,2425,2650,94.0,120.0,1.0,Semiurban,Y
LP100631,Female,No,0,Not Graduate,No,4706,0,127.0,300.0,1.0,Rural,Y
LP100632,Male,Yes,0,Not Graduate,No,3900,783,88.0,360.0,1.0,Rural,Y
LP100633,Male,No,3+,Graduate,No,3692,0,50.0,360.0,,Urban,Y
LP100634,Male,No,3+,Graduate,No,2591,0,50.0,360.0,1.0,Urban,Y
LP100635,Male,No,2,Graduate,Yes,1572,0,50.0,120.0,1.0,Semiurban,Y
LP100636,Male,Yes,3+,Graduate,No,3857,1557,120.0,360.0,1.0,Semiurban,Y
LP100637,Male,No,0,Graduate,No,1964,0,50.0,360.0,1.0,Rural,N
LP100638,Male,Yes,3+,Not Graduate,No,8884,1858,218.0,180.0,1.0,Semiurban,Y
LP100639,Male,Yes,0,Not Graduate,No,3964,2628,155.0,360.0,1.0,Semiurban,Y
LP100640,Male,Yes,0,Graduate,No,2229,2757,88.0,360.0,0.0,Semiurban,N
LP100641,,Yes,,Graduate,,2195,6587,193.0,360.0,1.0,Urban,Y
LP100642,Male,No,0,Graduate,Yes,2845,0,50.0,360.0,1.0,Semiurban,Y
LP100643,Male,No,0,Not Graduate,No,2644,0,50.0,180.0,0.0,Rural,N
LP100644,Male,No,1,Not Graduate,No,5210,0,68.0,360.0,1.0,Urban,Y
LP100645,Female,No,2,Graduate,No,3272,0,59.0,360.0,1.0,Semiurban,Y
LP100646,Male,Yes,1,Not Graduate,Yes,2067,4399,128.0,360.0,,Semiurban,Y
LP100647,Male,Yes,0,Graduate,No,7671,1525,186.0,360.0,1.0,Urban,Y
LP100648,Female,No,2,Graduate,No,3055,0,62.0,360.0,1.0,Urban,Y
LP100649,Male,Yes,1,Graduate,No,4378,1362,96.0,360.0,1.0,Rural,Y
LP100650,Male,No,0,Graduate,Yes,2199,0,50.0,360.0,1.0,Semiurban,Y
LP100651,Male,Yes,1,Graduate,Yes,3574,1644,74.0,360.0,1.0,Urban,N
LP100652,Male,Yes,0,Graduate,No,3482,1230,121.0,360.0,,Urban,N
LP100653,Female,No,0,Graduate,No,1158,0,50.0,,1.0,Semiurban,Y
LP100654,,Yes,3+,Not Graduate,No,8165,1081,175.0,120.0,1.0,Semiurban,Y
LP100655,Male,No,0,Graduate,Yes,5683,0,145.0,180.0,1.0,Semiurban,Y
LP100656,Male,No,0,Graduate,No,2444,0,50.0,180.0,1.0,Urban,Y
LP100657,Male,Yes,2,Graduate,No,1717,679,50.0,360.0,1.0,Rural,Y
LP100658,Male,Yes,1,Graduate,No,3546,2411,97.0,360.0,1.0,Semiurban,Y
LP100659,Male,Yes,0,Graduate,No,3113,960,80.0,360.0,1.0,Urban,Y
LP100660,Male,No,0,Graduate,No,3561,0,79.0,360.0,1.0,Semiurban,Y
LP100661,Female,No,0,Graduate,Yes,3280,0,80.0,360.0,1.0,Semiurban,Y
LP100662,Male,,1,Graduate,No,3839,2739,182.0,360.0,1.0,Rural,Y
LP100663,Male,Yes,0,Graduate,No,6146,3510,148.0,300.0,1.0,Rural,Y
LP100664,Male,No,0,Graduate,No,3960,0,91.0,360.0,1.0,Urban,Y
LP100665,Male,Yes,3+,Graduate,No,1763,2102,,360.0,1.0,Rural,Y
LP100666,Male,No,0,Graduate,No,5891,0,106.0,180.0,1.0,Rural,Y
LP100667,Male,No,0,Graduate,Yes,6770,0,123.0,360.0,1.0,Rural,Y
LP100668,Male,Yes,0,Not Graduate,No,14415,4370,357.0,120.0,0.0,Urban,N
LP100669,Male,Yes,1,Graduate,Yes,1699,1188,91.0,180.0,1.0,Semiurban,Y
LP100670,Male,No,0,Graduate,No,3365,0,84.0,240.0,0.0,Urban,N
LP100671,Female,No,0,Not Graduate,No,1052,0,50.0,360.0,0.0,Rural,N
LP100672,Male,No,2,Graduate,No,3930,0,105.0,360.0,1.0,Urban,Y
LP100673,Male,Yes,0,Graduate,No,2266,1022,50.0,360.0,1.0,Semiurban,Y
LP100674,Male,Yes,0,Not Graduate,No,7798,760,144.0,360.0,1.0,Urban,Y
LP100675,Female,No,0,Not Graduate,No,2023,0,,360.0,0.0,Urban,N
LP100676,Male,Yes,0,Not Graduate,,1281,1720,50.0,360.0,1.0,Semiurban,Y
LP100677,Male,Yes,0,Graduate,No,2355,2091,92.0,360.0,0.0,Rural,N
LP100678,Female,No,0,Graduate,No,1110,0,50.0,360.0,1.0,Semiurban,Y
LP100679,Female,No,0,Graduate,No,4339,0,89.0,120.0,1.0,Rural,Y
LP100680,Female,Yes,0,Graduate,No,1061,1612,50.0,180.0,1.0,Urban,Y
LP100681,Male,Yes,2,Graduate,No,3023,1605,108.0,,1.0,Semiurban,Y
LP100682,Male,No,,Graduate,,1054,0,50.0,360.0,1.0,Semiurban,Y
LP100683,Male,Yes,2,Not Graduate,No,2539,3879,143.0,180.0,1.0,Urban,Y
LP100684,Female,No,2,Graduate,Yes,6779,0,97.0,360.0,0.0,Semiurban,N
LP100685,Male,Yes,0,Graduate,No,3570,1364,104.0,240.0,1.0,Semiurban,Y
LP100686,Male,No,,Graduate,Yes,1935,0,50.0,240.0,1.0,Semiurban,Y
LP100687,,Yes,0,Graduate,No,2934,759,65.0,360.0,1.0,Semiurban,Y
LP100688,Female,No,3+,Graduate,No,3007,0,70.0,,1.0,Semiurban,Y
LP100689,Male,Yes,3+,Graduate,No,3775,2557,128.0,360.0,1.0,Urban,Y
LP100690,Male,Yes,1,Graduate,No,1505,2556,,360.0,1.0,Urban,Y
LP100691,Male,Yes,3+,Graduate,,4008,1673,113.0,360.0,,Semiurban,Y
LP100692,Male,Yes,1,Not Graduate,No,771,4205,68.0,360.0,1.0,Urban,Y
LP100693,Male,Yes,0,Not Graduate,No,2175,1352,93.0,180.0,1.0,Urban,N
LP100694,Male,Yes,0,Graduate,No,2335,3207,106.0,360.0,1.0,Semiurban,Y
LP100695,Male,No,1,Graduate,No,4091,0,104.0,360.0,1.0,Semiurban,Y
LP100696,Male,Yes,0,Not Graduate,Yes,3014,1255,74.0,360.0,1.0,Urban,Y
LP100697,Male,Yes,1,Not Graduate,No,1476,2579,70.0,180.0,1.0,Semiurban,Y
LP100698,Male,Yes,3+,Graduate,No,1821,2311,67.0,240.0,1.0,Semiurban,Y
LP100699,Male,No,0,Graduate,,3292,0,83.0,180.0,,Urban,Y
